prot_organism_1	prot_organism_2	bit-score
NP_015294.1	XP_011530306.1	99.8
NP_015294.1	NP_079440.3	95.9
NP_015294.1	XP_016884768.1	92.4
NP_015294.1	XP_005259565.1	91.7
NP_015294.1	XP_011517802.1	85.1
NP_015294.1	NP_075418.1	84.7
NP_015294.1	NP_003943.2	83.2
NP_015294.1	NP_001019572.1	81.6
NP_015294.1	XP_016881449.1	80.1
NP_015294.1	NP_001001852.2	78.2
NP_015294.1	NP_149132.2	79.0
NP_015294.1	NP_002730.1	77.8
NP_015294.1	XP_016877742.1	75.1
NP_015294.1	NP_003206.2	73.6
NP_015294.1	NP_001073285.1	73.9
NP_015294.1	NP_872198.1	68.6
NP_015294.1	NP_872198.1	43.1
NP_015294.1	NP_733827.2	65.5
NP_015294.1	NP_001317142.1	63.9
NP_015294.1	NP_690621.1	60.8
NP_015294.1	NP_113652.2	51.6
NP_013507.1	NP_940937.1	32.3
NP_013507.1	NP_001189386.1	32.0
NP_013507.1	NP_075418.1	31.6
NP_013507.1	XP_016882429.1	31.6
NP_012708.1	XP_005261494.1	30.4
NP_014069.1	NP_003874.2	516.0
NP_015444.1	XP_011533598.1	143.0
NP_009907.2	NP_079440.3	219.0
NP_009907.2	XP_016884768.1	169.0
NP_009907.2	XP_005259565.1	152.0
NP_009907.2	XP_011530306.1	135.0
NP_009907.2	NP_003943.2	128.0
NP_009907.2	NP_872198.1	119.0
NP_009907.2	NP_872198.1	72.4
NP_009907.2	XP_011524622.1	115.0
NP_009907.2	NP_001249.1	110.0
NP_009907.2	NP_001019572.1	112.0
NP_009907.2	NP_002730.1	109.0
NP_009907.2	NP_001001852.2	102.0
NP_009907.2	XP_016864299.1	99.0
NP_009907.2	NP_733827.2	95.1
NP_009907.2	NP_004926.1	91.7
NP_009907.2	NP_149132.2	94.0
NP_009907.2	XP_016865981.1	92.8
NP_009907.2	XP_011517802.1	93.2
NP_009907.2	NP_003206.2	88.2
NP_009907.2	NP_001317142.1	79.0
NP_009907.2	XP_016881449.1	79.7
NP_009907.2	NP_075418.1	75.1
NP_009907.2	XP_016877742.1	68.2
NP_009907.2	NP_055041.1	66.6
NP_009907.2	NP_690621.1	62.0
NP_009907.2	NP_113652.2	59.7
NP_009907.2	NP_001073285.1	48.1
NP_444297.1	NP_004688.2	35.8
NP_444297.1	XP_005272220.1	33.1
NP_444297.1	XP_005273156.1	32.7
NP_444297.1	XP_016875131.1	31.2
NP_444297.1	NP_065851.1	31.2
NP_010858.3	XP_005273156.1	58.2
NP_010858.3	XP_005273156.1	37.7
NP_010858.3	XP_005273156.1	35.4
NP_010858.3	NP_078808.3	50.4
NP_010858.3	NP_004688.2	48.5
NP_010858.3	XP_005272220.1	37.7
NP_010858.3	NP_078811.3	36.2
NP_010858.3	NP_078811.3	35.4
NP_010858.3	NP_078811.3	33.9
NP_010858.3	NP_078811.3	30.8
NP_010858.3	XP_011539359.1	30.8
NP_010858.3	XP_011539359.1	30.8
NP_013513.3	XP_005272220.1	69.7
NP_013513.3	XP_005272220.1	66.2
NP_013513.3	XP_005272220.1	47.8
NP_013513.3	XP_005272220.1	36.2
NP_013513.3	NP_078808.3	58.9
NP_013513.3	NP_078808.3	50.4
NP_013513.3	NP_078808.3	45.4
NP_013513.3	NP_078808.3	43.1
NP_013513.3	XP_005273156.1	53.5
NP_013513.3	XP_005273156.1	50.8
NP_013513.3	NP_004688.2	52.8
NP_013513.3	NP_004688.2	50.1
NP_013513.3	XP_016875131.1	39.7
NP_013513.3	NP_003748.1	36.2
NP_013513.3	XP_011527391.1	36.2
NP_013513.3	XP_006720133.1	34.7
NP_013513.3	XP_006720133.1	34.7
NP_013513.3	XP_006720133.1	32.3
NP_013513.3	NP_078811.3	32.7
NP_013513.3	NP_078811.3	32.7
NP_013513.3	NP_078811.3	32.3
NP_013513.3	NP_037499.2	32.3
NP_013066.1	NP_002796.4	176.0
NP_013066.1	NP_002796.4	176.0
NP_014518.1	XP_016858811.1	55.5
NP_014518.1	XP_016858811.1	47.8
NP_014518.1	XP_005261494.1	43.1
NP_014518.1	XP_005261494.1	41.6
NP_011898.1	NP_002851.2	107.0
NP_014392.3	XP_005272220.1	87.0
NP_014392.3	XP_005272220.1	80.9
NP_014392.3	XP_005272220.1	72.0
NP_014392.3	XP_005273156.1	72.8
NP_014392.3	XP_005273156.1	66.6
NP_014392.3	NP_004688.2	65.5
NP_014392.3	NP_004688.2	58.9
NP_014392.3	NP_004688.2	56.6
NP_014392.3	NP_004688.2	43.1
NP_014392.3	NP_078808.3	62.0
NP_014392.3	NP_078808.3	52.0
NP_014392.3	NP_078808.3	46.6
NP_014392.3	NP_078808.3	45.4
NP_014392.3	NP_065851.1	55.8
NP_014392.3	XP_016875131.1	45.4
NP_014392.3	XP_016875131.1	45.1
NP_014392.3	XP_016875131.1	33.9
NP_014392.3	XP_016875131.1	32.7
NP_014392.3	XP_006720133.1	43.9
NP_014392.3	XP_006720133.1	43.1
NP_014392.3	XP_006720133.1	30.4
NP_014392.3	XP_011527391.1	41.6
NP_014392.3	XP_011527391.1	31.6
NP_014392.3	NP_003748.1	38.9
NP_014392.3	NP_003748.1	38.1
NP_014392.3	NP_003748.1	36.2
NP_014392.3	NP_003748.1	35.4
NP_014392.3	NP_003748.1	34.3
NP_014392.3	NP_003748.1	29.6
NP_014392.3	NP_078811.3	38.5
NP_014392.3	NP_078811.3	35.8
NP_014392.3	NP_078811.3	32.3
NP_014392.3	NP_078811.3	32.3
NP_014392.3	XP_011539359.1	31.2
NP_014213.2	XP_011520495.1	107.0
NP_010669.1	XP_005261494.1	37.7
NP_014082.1	XP_005272220.1	108.0
NP_014082.1	XP_005272220.1	79.3
NP_014082.1	XP_005273156.1	83.2
NP_014082.1	XP_005273156.1	77.0
NP_014082.1	XP_005273156.1	54.3
NP_014082.1	XP_005273156.1	40.0
NP_014082.1	NP_004688.2	74.3
NP_014082.1	NP_078808.3	70.5
NP_014082.1	NP_078808.3	60.1
NP_014082.1	NP_078808.3	44.3
NP_014082.1	NP_078808.3	39.3
NP_014082.1	XP_016875131.1	56.2
NP_014082.1	XP_016875131.1	50.8
NP_014082.1	NP_078811.3	49.3
NP_014082.1	NP_078811.3	43.5
NP_014082.1	NP_078811.3	42.7
NP_014082.1	NP_078811.3	40.0
NP_014082.1	NP_078811.3	35.0
NP_014082.1	XP_011527391.1	46.6
NP_014082.1	XP_011527391.1	32.0
NP_014082.1	NP_003748.1	45.4
NP_014082.1	NP_003748.1	38.5
NP_014082.1	NP_003748.1	36.6
NP_014082.1	NP_003748.1	33.5
NP_014082.1	XP_006720133.1	44.7
NP_014082.1	XP_006720133.1	38.5
NP_014082.1	XP_006720133.1	36.2
NP_014082.1	XP_006720133.1	32.3
NP_014082.1	XP_011539359.1	42.4
NP_014082.1	XP_011539359.1	39.3
NP_014082.1	XP_011539359.1	38.9
NP_014082.1	NP_065851.1	38.5
NP_014082.1	NP_065851.1	38.1
NP_014082.1	NP_065851.1	34.3
NP_014082.1	NP_065851.1	31.2
NP_010966.1	NP_002796.4	124.0
NP_011076.1	NP_004526.1	33.5
NP_014547.1	NP_057367.1	29.6
NP_012579.1	XP_016857162.1	34.3
NP_013639.1	NP_002730.1	47.8
NP_013639.1	NP_579899.1	43.1
NP_013639.1	NP_579899.1	34.7
NP_013639.1	NP_579899.1	34.7
NP_013639.1	XP_016885460.1	34.7
NP_013230.1	XP_005272220.1	102.0
NP_013230.1	XP_005272220.1	89.0
NP_013230.1	XP_005272220.1	85.1
NP_013230.1	XP_005272220.1	78.6
NP_013230.1	XP_005272220.1	70.9
NP_013230.1	XP_005272220.1	68.9
NP_013230.1	XP_005272220.1	64.7
NP_013230.1	XP_005272220.1	64.3
NP_013230.1	XP_005272220.1	60.8
NP_013230.1	XP_005272220.1	59.3
NP_013230.1	XP_005272220.1	52.0
NP_013230.1	XP_005273156.1	88.6
NP_013230.1	XP_005273156.1	65.9
NP_013230.1	XP_005273156.1	62.8
NP_013230.1	XP_005273156.1	56.6
NP_013230.1	XP_005273156.1	50.4
NP_013230.1	XP_005273156.1	48.5
NP_013230.1	XP_005273156.1	38.9
NP_013230.1	NP_078808.3	80.5
NP_013230.1	NP_078808.3	68.9
NP_013230.1	NP_078808.3	62.8
NP_013230.1	NP_078808.3	58.2
NP_013230.1	NP_078808.3	56.6
NP_013230.1	NP_078808.3	50.1
NP_013230.1	NP_078808.3	44.7
NP_013230.1	NP_078808.3	37.0
NP_013230.1	NP_004688.2	79.7
NP_013230.1	NP_004688.2	68.2
NP_013230.1	NP_004688.2	62.0
NP_013230.1	NP_004688.2	54.7
NP_013230.1	NP_004688.2	53.5
NP_013230.1	NP_004688.2	51.2
NP_013230.1	NP_004688.2	48.1
NP_013230.1	NP_004688.2	43.1
NP_013230.1	XP_006720133.1	49.7
NP_013230.1	XP_006720133.1	48.9
NP_013230.1	XP_006720133.1	43.9
NP_013230.1	XP_006720133.1	42.0
NP_013230.1	XP_006720133.1	39.3
NP_013230.1	XP_006720133.1	38.1
NP_013230.1	XP_006720133.1	34.7
NP_013230.1	XP_006720133.1	33.1
NP_013230.1	XP_006720133.1	32.3
NP_013230.1	NP_078811.3	49.3
NP_013230.1	NP_078811.3	46.6
NP_013230.1	NP_078811.3	42.0
NP_013230.1	NP_078811.3	41.6
NP_013230.1	NP_078811.3	36.6
NP_013230.1	NP_078811.3	36.2
NP_013230.1	NP_078811.3	32.7
NP_013230.1	XP_016875131.1	46.2
NP_013230.1	XP_016875131.1	42.7
NP_013230.1	XP_016875131.1	41.6
NP_013230.1	XP_016875131.1	36.2
NP_013230.1	XP_016875131.1	36.2
NP_013230.1	XP_016875131.1	35.0
NP_013230.1	XP_016875131.1	35.0
NP_013230.1	XP_011539359.1	43.9
NP_013230.1	XP_011539359.1	39.3
NP_013230.1	XP_011539359.1	32.3
NP_013230.1	NP_003748.1	42.0
NP_013230.1	NP_003748.1	41.2
NP_013230.1	NP_003748.1	36.2
NP_013230.1	NP_003748.1	34.7
NP_013230.1	NP_003748.1	34.3
NP_013230.1	XP_011527391.1	34.7
NP_013230.1	XP_011527391.1	33.1
NP_011022.1	NP_056002.2	35.0
NP_015088.1	NP_001317142.1	179.0
NP_015088.1	XP_011524622.1	51.6
NP_015088.1	XP_016884768.1	51.2
NP_015088.1	XP_011530306.1	50.4
NP_015088.1	NP_003943.2	48.9
NP_015088.1	XP_005259565.1	48.1
NP_015088.1	XP_016864299.1	48.1
NP_015088.1	NP_003206.2	47.8
NP_015088.1	NP_055041.1	45.1
NP_015088.1	NP_001073285.1	45.4
NP_015088.1	XP_011517802.1	45.1
NP_015088.1	NP_149132.2	45.1
NP_015088.1	NP_001249.1	43.9
NP_015088.1	NP_690621.1	42.7
NP_015088.1	NP_001001852.2	41.6
NP_015088.1	NP_079440.3	41.6
NP_015088.1	NP_075418.1	41.2
NP_015088.1	NP_004926.1	39.7
NP_015088.1	NP_872198.1	39.7
NP_015088.1	NP_001019572.1	38.9
NP_015088.1	NP_002730.1	37.7
NP_015088.1	XP_016877742.1	37.4
NP_015088.1	XP_016865981.1	36.6
NP_015088.1	XP_016881449.1	35.0
NP_015088.1	NP_733827.2	31.2
NP_015429.1	NP_005188.2	80.5
NP_015429.1	NP_997309.2	67.0
NP_013501.1	NP_002796.4	200.0
NP_013501.1	NP_002796.4	182.0
NP_013501.1	NP_057367.1	30.8
NP_011325.1	XP_005272220.1	37.4
NP_011325.1	XP_005272220.1	34.3
NP_011325.1	XP_005273156.1	31.2
NP_010475.1	NP_003156.1	101.0
NP_012962.3	XP_005272220.1	81.6
NP_012962.3	XP_005272220.1	71.6
NP_012962.3	XP_005273156.1	73.6
NP_012962.3	XP_005273156.1	61.6
NP_012962.3	XP_005273156.1	55.1
NP_012962.3	NP_004688.2	63.5
NP_012962.3	NP_004688.2	56.2
NP_012962.3	NP_004688.2	53.1
NP_012962.3	NP_004688.2	43.9
NP_012962.3	NP_004688.2	40.0
NP_012962.3	NP_004688.2	34.7
NP_012962.3	NP_004688.2	32.0
NP_012962.3	NP_078808.3	62.8
NP_012962.3	NP_078808.3	61.6
NP_012962.3	NP_078808.3	38.1
NP_012962.3	NP_003748.1	47.8
NP_012962.3	NP_003748.1	46.2
NP_012962.3	XP_011527391.1	45.8
NP_012962.3	XP_011527391.1	37.7
NP_012962.3	XP_011527391.1	35.8
NP_012962.3	NP_078811.3	45.8
NP_012962.3	XP_016875131.1	41.2
NP_012962.3	XP_016875131.1	38.9
NP_012962.3	XP_006720133.1	38.9
NP_012962.3	XP_006720133.1	38.5
NP_012962.3	XP_006720133.1	35.4
NP_012962.3	XP_006720133.1	33.9
NP_012962.3	XP_011539359.1	35.8
NP_012962.3	XP_011539359.1	35.0
NP_012274.1	XP_005261494.1	30.0
NP_015287.1	XP_011519568.1	50.4
NP_015287.1	XP_011519568.1	49.7
NP_015287.1	XP_011519568.1	43.9
NP_015287.1	XP_011519568.1	40.4
NP_015287.1	XP_011519568.1	40.0
NP_015287.1	XP_011519568.1	35.0
NP_015287.1	NP_057173.2	49.3
NP_015287.1	NP_057173.2	43.5
NP_015287.1	NP_057173.2	40.0
NP_015287.1	NP_057173.2	33.9
NP_015287.1	XP_016883292.1	49.7
NP_015287.1	XP_016883292.1	44.3
NP_015287.1	XP_016883292.1	43.9
NP_015287.1	XP_016883292.1	41.6
NP_015287.1	XP_016883292.1	41.6
NP_015287.1	XP_016883292.1	40.8
NP_015287.1	XP_016883292.1	40.8
NP_015287.1	XP_016883292.1	40.0
NP_015287.1	XP_016883292.1	39.7
NP_015287.1	XP_016883292.1	39.3
NP_015287.1	XP_016883292.1	39.3
NP_015287.1	XP_016883292.1	38.5
NP_015287.1	XP_016883292.1	37.7
NP_015287.1	XP_016883292.1	34.7
NP_015287.1	XP_016883292.1	33.1
NP_015287.1	XP_016883292.1	32.3
NP_015287.1	XP_016883292.1	32.0
NP_015287.1	XP_016883292.1	31.6
NP_015287.1	XP_016883292.1	30.4
NP_015287.1	NP_001189386.1	49.3
NP_015287.1	NP_001189386.1	44.7
NP_015287.1	NP_001189386.1	43.5
NP_015287.1	NP_001189386.1	43.1
NP_015287.1	NP_001189386.1	42.0
NP_015287.1	NP_001189386.1	40.8
NP_015287.1	NP_001189386.1	40.4
NP_015287.1	NP_001189386.1	40.0
NP_015287.1	NP_001189386.1	35.4
NP_015287.1	NP_001189386.1	34.7
NP_015287.1	NP_001189386.1	30.4
NP_015287.1	XP_016881663.1	48.1
NP_015287.1	XP_016881663.1	45.4
NP_015287.1	XP_016881663.1	45.1
NP_015287.1	XP_016881663.1	43.1
NP_015287.1	XP_006723276.1	45.8
NP_015287.1	XP_006723276.1	44.3
NP_015287.1	XP_006723276.1	43.9
NP_015287.1	XP_006723276.1	41.2
NP_015287.1	XP_006723276.1	40.8
NP_015287.1	XP_006723276.1	33.5
NP_015287.1	NP_003437.2	45.4
NP_015287.1	NP_003437.2	42.4
NP_015287.1	NP_003437.2	42.0
NP_015287.1	NP_003437.2	40.4
NP_015287.1	NP_003437.2	40.4
NP_015287.1	NP_003437.2	40.0
NP_015287.1	NP_003437.2	38.1
NP_015287.1	NP_003437.2	37.4
NP_015287.1	NP_003437.2	37.0
NP_015287.1	NP_003437.2	36.6
NP_015287.1	NP_003437.2	34.3
NP_015287.1	XP_016866813.1	45.1
NP_015287.1	XP_016866813.1	42.4
NP_015287.1	XP_016866813.1	42.0
NP_015287.1	XP_016882429.1	44.7
NP_015287.1	XP_016882429.1	43.9
NP_015287.1	XP_016882429.1	41.6
NP_015287.1	XP_016882429.1	40.0
NP_015287.1	XP_016882429.1	40.0
NP_015287.1	XP_016882429.1	39.7
NP_015287.1	XP_016882429.1	39.7
NP_015287.1	XP_016882429.1	39.3
NP_015287.1	XP_016882429.1	38.5
NP_015287.1	XP_016882429.1	37.0
NP_015287.1	XP_016882429.1	36.2
NP_015287.1	NP_003101.3	43.5
NP_015287.1	NP_003101.3	38.5
NP_015287.1	NP_003101.3	32.3
NP_015287.1	NP_940937.1	42.7
NP_015287.1	NP_940937.1	42.4
NP_015287.1	NP_940937.1	41.6
NP_015287.1	NP_940937.1	40.8
NP_015287.1	NP_940937.1	40.0
NP_015287.1	NP_940937.1	39.7
NP_015287.1	NP_940937.1	38.5
NP_015287.1	NP_940937.1	38.5
NP_015287.1	NP_940937.1	37.0
NP_015287.1	NP_940937.1	37.0
NP_015287.1	NP_940937.1	33.1
NP_015287.1	NP_940937.1	31.6
NP_015287.1	XP_016857483.1	39.7
NP_015287.1	XP_016857483.1	34.7
NP_015287.1	XP_016857483.1	29.3
NP_015287.1	NP_899055.1	37.7
NP_015287.1	NP_899055.1	29.3
NP_015287.1	XP_011508115.1	32.3
NP_012783.1	NP_001249.1	224.0
NP_012783.1	NP_004926.1	204.0
NP_012783.1	XP_016865981.1	186.0
NP_012783.1	XP_016864299.1	158.0
NP_012783.1	NP_055041.1	151.0
NP_012783.1	XP_011530306.1	109.0
NP_012783.1	XP_005259565.1	91.7
NP_012783.1	XP_011517802.1	93.2
NP_012783.1	NP_079440.3	92.0
NP_012783.1	NP_003943.2	85.1
NP_012783.1	XP_011524622.1	81.3
NP_012783.1	NP_149132.2	82.0
NP_012783.1	NP_690621.1	81.6
NP_012783.1	NP_002730.1	77.8
NP_012783.1	NP_003206.2	75.1
NP_012783.1	NP_872198.1	72.8
NP_012783.1	NP_872198.1	37.0
NP_012783.1	NP_001019572.1	71.2
NP_012783.1	XP_016877742.1	71.6
NP_012783.1	XP_016884768.1	70.1
NP_012783.1	XP_016881449.1	67.8
NP_012783.1	NP_075418.1	67.0
NP_012783.1	NP_733827.2	64.3
NP_012783.1	NP_001001852.2	60.8
NP_012783.1	NP_001317142.1	56.2
NP_012783.1	NP_001073285.1	57.0
NP_012783.1	NP_113652.2	53.1
NP_116664.1	NP_036221.2	67.0
NP_116664.1	NP_036221.2	37.0
NP_116664.1	XP_016879894.1	57.4
NP_116664.1	XP_016879894.1	38.9
NP_116664.1	XP_011530722.1	42.4
NP_116664.1	XP_011530722.1	33.5
NP_116664.1	NP_005723.2	35.0
NP_116664.1	NP_001368.2	34.7
NP_015305.1	NP_005110.2	32.7
NP_009673.1	NP_078836.1	57.0
NP_011801.1	XP_016880483.1	41.6
NP_009780.1	NP_005189.2	31.2
NP_010961.3	NP_056143.1	439.0
NP_014850.1	NP_059984.3	32.7
NP_012367.2	XP_006719677.1	68.6
NP_015413.1	XP_006719677.1	31.6
NP_010376.3	XP_016879894.1	53.1
NP_010376.3	XP_016879894.1	46.2
NP_010376.3	XP_016879894.1	45.4
NP_010376.3	XP_016879894.1	42.7
NP_010376.3	NP_036221.2	47.4
NP_010376.3	NP_036221.2	34.3
NP_010376.3	XP_011530722.1	35.4
NP_010376.3	XP_011530722.1	35.0
NP_010765.3	NP_079440.3	273.0
NP_010765.3	XP_016884768.1	178.0
NP_010765.3	XP_005259565.1	169.0
NP_010765.3	NP_002730.1	134.0
NP_010765.3	NP_001001852.2	128.0
NP_010765.3	NP_001249.1	125.0
NP_010765.3	NP_003943.2	128.0
NP_010765.3	NP_001019572.1	122.0
NP_010765.3	NP_872198.1	124.0
NP_010765.3	NP_872198.1	83.2
NP_010765.3	XP_011530306.1	119.0
NP_010765.3	XP_016865981.1	114.0
NP_010765.3	XP_016864299.1	113.0
NP_010765.3	XP_011524622.1	109.0
NP_010765.3	NP_004926.1	101.0
NP_010765.3	NP_733827.2	100.0
NP_010765.3	XP_011517802.1	90.9
NP_010765.3	NP_003206.2	86.7
NP_010765.3	NP_055041.1	83.2
NP_010765.3	NP_149132.2	79.0
NP_010765.3	XP_016881449.1	77.8
NP_010765.3	XP_016877742.1	77.8
NP_010765.3	NP_690621.1	72.8
NP_010765.3	NP_075418.1	70.9
NP_010765.3	NP_001317142.1	63.5
NP_010765.3	NP_001073285.1	63.9
NP_010765.3	NP_113652.2	52.8
NP_011990.1	NP_115607.1	115.0
NP_011471.1	XP_016858811.1	32.0
NP_011471.1	XP_016858811.1	31.6
NP_010279.3	NP_009044.2	35.8
NP_010279.3	NP_009044.2	33.5
NP_010279.3	NP_009044.2	31.6
NP_013461.1	XP_011519671.1	45.4
NP_013461.1	XP_011517354.1	41.2
NP_013461.1	XP_011517354.1	41.2
NP_011437.3	NP_008941.3	232.0
NP_011437.3	XP_016857921.1	215.0
NP_011437.3	NP_004719.2	198.0
NP_011437.3	NP_036547.1	32.7
NP_013974.1	NP_078836.1	31.6
NP_013407.1	NP_004127.1	199.0
NP_011051.3	XP_016861611.1	50.8
NP_011051.3	XP_016861611.1	47.8
NP_011051.3	XP_016861611.1	38.9
NP_011051.3	NP_002730.1	37.7
NP_011051.3	XP_016885460.1	35.8
NP_015107.1	NP_056323.2	33.1
NP_010423.4	NP_006147.1	92.8
NP_010423.4	NP_064516.2	27.7
NP_012493.1	NP_127500.1	33.1
NP_009503.1	XP_016880483.1	33.5
NP_015057.1	NP_892029.2	31.2
NP_010524.3	NP_663782.2	83.6
NP_011511.3	XP_005272220.1	64.7
NP_011511.3	XP_005272220.1	55.1
NP_011511.3	XP_005272220.1	31.6
NP_011511.3	XP_005273156.1	57.8
NP_011511.3	XP_005273156.1	52.8
NP_011511.3	XP_005273156.1	41.6
NP_011511.3	NP_003748.1	53.5
NP_011511.3	NP_003748.1	36.2
NP_011511.3	NP_078808.3	52.4
NP_011511.3	NP_078808.3	46.2
NP_011511.3	NP_078808.3	39.7
NP_011511.3	NP_078808.3	34.7
NP_011511.3	NP_078811.3	45.4
NP_011511.3	NP_004688.2	42.7
NP_011511.3	NP_004688.2	38.1
NP_011511.3	NP_004688.2	35.0
NP_011511.3	NP_004688.2	32.3
NP_011511.3	NP_065851.1	33.1
NP_014128.2	XP_005269275.1	84.7
NP_009757.1	XP_005273156.1	264.0
NP_009757.1	XP_005273156.1	116.0
NP_009757.1	XP_005272220.1	122.0
NP_009757.1	XP_005272220.1	118.0
NP_009757.1	XP_005272220.1	43.1
NP_009757.1	NP_004688.2	113.0
NP_009757.1	NP_004688.2	84.7
NP_009757.1	NP_004688.2	73.6
NP_009757.1	NP_078808.3	112.0
NP_009757.1	NP_078808.3	93.2
NP_009757.1	NP_078808.3	77.0
NP_009757.1	NP_078808.3	74.3
NP_009757.1	NP_078808.3	58.2
NP_009757.1	NP_078808.3	35.4
NP_009757.1	XP_016875131.1	64.7
NP_009757.1	XP_016875131.1	63.5
NP_009757.1	XP_016875131.1	50.1
NP_009757.1	XP_016875131.1	42.0
NP_009757.1	NP_078811.3	60.8
NP_009757.1	NP_078811.3	52.8
NP_009757.1	NP_078811.3	46.6
NP_009757.1	NP_078811.3	34.3
NP_009757.1	XP_006720133.1	52.4
NP_009757.1	XP_006720133.1	43.1
NP_009757.1	XP_006720133.1	43.1
NP_009757.1	XP_006720133.1	42.4
NP_009757.1	XP_006720133.1	40.4
NP_009757.1	XP_006720133.1	40.0
NP_009757.1	XP_006720133.1	37.4
NP_009757.1	XP_006720133.1	37.4
NP_009757.1	XP_006720133.1	37.0
NP_009757.1	XP_006720133.1	36.6
NP_009757.1	XP_006720133.1	35.4
NP_009757.1	XP_006720133.1	35.4
NP_009757.1	XP_006720133.1	34.7
NP_009757.1	XP_006720133.1	33.9
NP_009757.1	XP_006720133.1	33.5
NP_009757.1	XP_011527391.1	51.6
NP_009757.1	XP_011527391.1	45.4
NP_009757.1	XP_011527391.1	45.1
NP_009757.1	XP_011527391.1	36.6
NP_009757.1	NP_003748.1	49.7
NP_009757.1	NP_003748.1	49.7
NP_009757.1	NP_003748.1	48.1
NP_009757.1	NP_003748.1	44.3
NP_009757.1	NP_003748.1	31.6
NP_009757.1	XP_011539359.1	47.0
NP_009757.1	XP_011539359.1	38.9
NP_009757.1	XP_011539359.1	37.7
NP_009757.1	XP_011539359.1	36.2
NP_009757.1	NP_065851.1	33.1
NP_011748.3	XP_016873430.1	46.6
NP_011748.3	XP_016873430.1	42.0
NP_011748.3	XP_016873430.1	38.9
NP_011748.3	NP_149112.1	33.1
NP_011748.3	NP_149112.1	31.2
NP_011748.3	NP_149112.1	29.6
NP_011748.3	NP_001073883.2	30.4
NP_014031.1	XP_005245422.1	33.1
NP_015491.1	NP_942599.1	86.3
NP_015491.1	XP_011513768.1	76.6
NP_015491.1	NP_002515.1	55.1
NP_013941.2	XP_016880483.1	64.7
NP_010304.3	XP_016857921.1	209.0
NP_010304.3	NP_004719.2	179.0
NP_010304.3	NP_008941.3	169.0
NP_014106.1	NP_848666.2	60.5
NP_013156.1	XP_005273156.1	34.3
NP_013156.1	XP_005272220.1	33.5
NP_014371.1	NP_003101.3	82.8
NP_014371.1	NP_003101.3	54.7
NP_014371.1	NP_003101.3	48.1
NP_014371.1	XP_006723276.1	75.5
NP_014371.1	XP_006723276.1	58.9
NP_014371.1	XP_006723276.1	58.5
NP_014371.1	XP_006723276.1	54.3
NP_014371.1	XP_006723276.1	47.8
NP_014371.1	XP_011519568.1	70.9
NP_014371.1	XP_011519568.1	68.2
NP_014371.1	XP_011519568.1	64.7
NP_014371.1	XP_011519568.1	57.0
NP_014371.1	NP_003437.2	68.9
NP_014371.1	NP_003437.2	61.6
NP_014371.1	NP_003437.2	60.5
NP_014371.1	NP_003437.2	58.5
NP_014371.1	NP_003437.2	55.5
NP_014371.1	NP_003437.2	55.5
NP_014371.1	NP_003437.2	40.4
NP_014371.1	NP_899055.1	67.8
NP_014371.1	XP_016882429.1	67.8
NP_014371.1	XP_016882429.1	66.2
NP_014371.1	XP_016882429.1	66.2
NP_014371.1	XP_016882429.1	58.5
NP_014371.1	XP_016882429.1	58.5
NP_014371.1	XP_016882429.1	52.8
NP_014371.1	XP_016882429.1	38.1
NP_014371.1	XP_016866813.1	66.6
NP_014371.1	XP_016866813.1	63.2
NP_014371.1	XP_016866813.1	48.9
NP_014371.1	XP_016881663.1	67.4
NP_014371.1	XP_016881663.1	66.2
NP_014371.1	XP_016881663.1	52.8
NP_014371.1	XP_016881663.1	52.0
NP_014371.1	NP_940937.1	67.4
NP_014371.1	NP_940937.1	66.2
NP_014371.1	NP_940937.1	62.4
NP_014371.1	NP_940937.1	62.0
NP_014371.1	NP_940937.1	61.2
NP_014371.1	NP_940937.1	58.9
NP_014371.1	NP_940937.1	57.4
NP_014371.1	NP_940937.1	57.0
NP_014371.1	NP_940937.1	56.6
NP_014371.1	NP_940937.1	54.7
NP_014371.1	NP_940937.1	53.5
NP_014371.1	NP_940937.1	46.6
NP_014371.1	NP_940937.1	31.6
NP_014371.1	NP_001189386.1	65.9
NP_014371.1	NP_001189386.1	64.3
NP_014371.1	NP_001189386.1	60.1
NP_014371.1	NP_001189386.1	60.1
NP_014371.1	NP_001189386.1	53.9
NP_014371.1	NP_001189386.1	53.1
NP_014371.1	NP_001189386.1	52.8
NP_014371.1	NP_001189386.1	50.8
NP_014371.1	NP_001189386.1	50.1
NP_014371.1	NP_001189386.1	49.3
NP_014371.1	NP_001189386.1	48.5
NP_014371.1	NP_001189386.1	47.0
NP_014371.1	NP_057173.2	64.7
NP_014371.1	NP_057173.2	64.3
NP_014371.1	NP_057173.2	60.5
NP_014371.1	NP_057173.2	38.5
NP_014371.1	XP_016883292.1	65.9
NP_014371.1	XP_016883292.1	57.4
NP_014371.1	XP_016883292.1	57.4
NP_014371.1	XP_016883292.1	55.8
NP_014371.1	XP_016883292.1	55.1
NP_014371.1	XP_016883292.1	52.8
NP_014371.1	XP_016883292.1	52.8
NP_014371.1	XP_016883292.1	52.4
NP_014371.1	XP_016883292.1	51.6
NP_014371.1	XP_016883292.1	51.2
NP_014371.1	XP_016883292.1	48.9
NP_014371.1	XP_016883292.1	48.5
NP_014371.1	XP_016883292.1	48.5
NP_014371.1	XP_016883292.1	48.5
NP_014371.1	XP_016883292.1	43.5
